id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D061300513;1;MO;M;26;SI;X;BR;5
D061300513;2;AU;M;SI;SI;X;BR;8
D061300514;1;AU;F;21;SI;X;BR;6
D061300514;2;AU;M;21;SI;X;BR;3
D061300514;1;AU;F;21;SI;X;BR;6
D061300514;2;AU;M;21;SI;X;BR;3
D061300515;1;CM;M;30;SI;X;BR;2
D061300515;1;CM;M;30;SI;X;BR;2
D061300516;1;MO;M;21;SI;X;BR;6
D061300516;2;AU;M;28;IN;X;AA;5
D061300516;3;AU;M;24;SI;X;BR;3
D061300516;1;MO;M;21;SI;X;BR;6
D061300516;2;AU;M;28;IN;X;AA;5
D061300516;3;AU;M;24;SI;X;BR;3
D061300517;1;AU;F;SI;SI;X;BR;8
D061300517;2;AU;F;27;HA;X;AA;7
D061300517;1;AU;F;SI;SI;X;BR;8
D061300517;2;AU;F;27;HA;X;AA;7
D061300518;1;AU;M;36;SI;X;BR;3
D061300518;1;AU;M;36;SI;X;BR;3
D061300519;1;ON;M;42;HA;X;BR;7
D061300519;1;ON;M;42;HA;X;BR;7
D061300520;1;MO;F;39;SI;X;BR;5
D061300520;2;AU;M;25;SI;X;BR;5
D061300520;1;MO;F;39;SI;X;BR;5
D061300520;2;AU;M;25;SI;X;BR;5
D061300521;1;AU;M;35;SI;X;BR;7
D061300521;2;AU;M;43;SI;X;BR;5
D061300521;1;AU;M;35;SI;X;BR;7
D061300521;2;AU;M;43;SI;X;BR;5
D061300522;1;AU;F;42;SI;X;BR;7
D061300522;2;CM;M;53;SI;X;BR;5
D061300522;1;AU;F;42;SI;X;BR;7
D061300522;2;CM;M;53;SI;X;BR;5
D061300523;1;MO;M;35;SI;X;BR;7
D061300523;2;AU;M;28;SI;X;BR;3
D061300523;1;MO;M;35;SI;X;BR;7
D061300523;2;AU;M;28;SI;X;BR;3
D061300524;1;MO;M;38;SI;X;BR;6
D061300524;2;AU;F;SI;SI;X;BR;8
D061300524;1;MO;M;38;SI;X;BR;6
D061300524;2;AU;F;SI;SI;X;BR;8
D061300525;1;AU;M;23;SI;X;BR;7
D061300525;1;AU;M;23;SI;X;BR;7
D061300526;1;MO;M;SI;SI;X;BR;8
D061300526;2;AU;M;35;SI;X;BR;7
D061300526;1;MO;M;SI;SI;X;BR;8
D061300526;2;AU;M;35;SI;X;BR;7
D061300527;1;ON;M;SI;HA;X;BR;5
D061300527;1;ON;M;SI;HA;X;BR;5
D061300528;1;MO;M;32;SI;X;BR;5
D061300528;1;MO;M;32;SI;X;BR;5
D061300529;1;AU;F;21;SI;X;BR;5
D061300529;2;AU;M;39;SI;X;BR;7
D061300529;3;AU;M;33;SI;X;BR;7
D061300529;4;AU;F;39;SI;X;BR;7
D061300529;1;AU;F;21;SI;X;BR;5
D061300529;2;AU;M;39;SI;X;BR;7
D061300529;3;AU;M;33;SI;X;BR;7
D061300529;4;AU;F;39;SI;X;BR;7
D061300530;1;AU;X;SI;SI;X;BR;8
D061300530;1;AU;X;SI;SI;X;BR;8
D061300531;1;MO;X;SI;SI;X;BR;8
D061300531;1;MO;X;SI;SI;X;BR;8
D061300532;1;MO;M;43;HA;X;BR;7
D061300532;2;AU;F;26;HA;X;BR;6
D061300532;1;MO;M;43;HA;X;BR;7
D061300532;2;AU;F;26;HA;X;BR;6
D061300533;1;MO;M;37;SI;X;BR;3
D061300533;2;AU;F;29;SI;X;BR;7
D061300533;1;MO;M;37;SI;X;BR;3
D061300533;2;AU;F;29;SI;X;BR;7
D061300534;1;AU;F;33;SI;X;BR;7
D061300534;2;CA;M;28;SI;X;BR;5
D061300534;1;AU;F;33;SI;X;BR;7
D061300534;2;CA;M;28;SI;X;BR;5
D061300535;1;MO;M;24;HA;X;BR;6
D061300535;2;AU;M;32;HA;X;BR;8
D061300535;1;MO;M;24;HA;X;BR;6
D061300535;2;AU;M;32;HA;X;BR;8
D061300536;1;AU;M;44;SI;X;BR;3
D061300536;2;CM;M;35;SI;X;SA;7
D061300536;1;AU;M;44;SI;X;BR;3
D061300536;2;CM;M;35;SI;X;SA;7
D061300537;1;MO;M;32;SI;X;BR;5
D061300537;2;AU;F;SI;SI;X;BR;8
D061300537;1;MO;M;32;SI;X;BR;5
D061300537;2;AU;F;SI;SI;X;BR;8
D061300538;1;MO;M;SI;SI;X;SA;8
D061300538;2;AU;F;29;SI;X;BR;7
D061300538;1;MO;M;SI;SI;X;SA;8
D061300538;2;AU;F;29;SI;X;BR;7
D061300539;1;AU;M;20;SI;X;BR;5
D061300539;2;MO;F;17;IN;X;BR;5
D061300539;1;AU;M;20;SI;X;BR;5
D061300539;2;MO;F;17;IN;X;BR;5
D061300540;1;AU;M;65;SI;X;BR;7
D061300540;1;AU;M;65;SI;X;BR;7
D061300541;1;AU;F;42;SI;X;BR;6
D061300541;2;MO;M;40;SI;X;BR;5
D061300541;1;AU;F;42;SI;X;BR;6
D061300541;2;MO;M;40;SI;X;BR;5
D061300542;1;MO;M;26;SI;X;BR;5
D061300542;1;MO;M;26;SI;X;BR;5
D061300543;1;AU;X;SI;SI;X;BR;8
D061300543;2;AU;M;30;SI;X;BR;5
D061300543;1;AU;X;SI;SI;X;BR;8
D061300543;2;AU;M;30;SI;X;BR;5
D061300544;1;MO;F;49;SI;X;BR;6
D061300544;1;MO;F;49;SI;X;BR;6
D061300545;1;AU;F;43;SI;X;BR;8
D061300545;2;AU;M;56;SI;X;BR;7
D061300545;3;AU;M;40;SI;X;BR;3
D061300545;1;AU;F;43;SI;X;BR;8
D061300545;2;AU;M;56;SI;X;BR;7
D061300545;3;AU;M;40;SI;X;BR;3
D061300546;1;AU;M;38;SI;X;BR;7
D061300546;1;AU;M;38;SI;X;BR;7
D061300547;1;AU;M;41;SI;X;BR;8
D061300547;1;AU;M;41;SI;X;BR;8
D061300548;1;MO;M;33;SI;X;BR;5
D061300548;1;MO;M;33;SI;X;BR;5
D061300549;1;SI;M;50;SI;X;BR;5
D061300549;1;SI;M;50;SI;X;BR;5
D061300550;1;SI;X;SI;SI;X;BR;8
D061300550;1;SI;X;SI;SI;X;BR;8
D061300551;1;AU;X;SI;SI;X;BR;8
D061300551;2;MO;F;27;SI;X;BR;3
D061300551;1;AU;X;SI;SI;X;BR;8
D061300551;2;MO;F;27;SI;X;BR;3
D061300552;1;AU;F;27;SI;X;BR;7
D061300552;1;AU;F;27;SI;X;BR;7
D061300553;1;CM;M;57;SI;X;BR;2
D061300553;2;MO;M;22;SI;X;BR;4
D061300553;1;CM;M;57;SI;X;BR;2
D061300553;2;MO;M;22;SI;X;BR;4
D061300554;1;MO;M;38;SI;X;BR;5
D061300554;1;MO;M;38;SI;X;BR;5
D061300555;1;AU;M;38;SI;X;BR;3
D061300555;2;AU;M;30;SI;X;BR;3
D061300555;1;AU;M;38;SI;X;BR;3
D061300555;2;AU;M;30;SI;X;BR;3
D061300556;1;MO;M;29;SI;X;BR;8
D061300556;1;MO;M;29;SI;X;BR;8
D061300557;1;MO;M;32;SI;X;BR;5
D061300557;1;MO;M;32;SI;X;BR;5
D061300558;1;MO;M;27;SI;X;BR;5
D061300558;1;MO;M;27;SI;X;BR;5
D061300559;1;MO;M;31;SI;X;BR;5
D061300559;1;MO;M;31;SI;X;BR;5
D061300560;1;ON;M;28;SI;X;BR;5
D061300560;1;ON;M;28;SI;X;BR;5
D061300561;1;AU;X;SI;SI;X;BR;8
D061300561;1;AU;X;SI;SI;X;BR;8
D061300562;1;ON;M;27;SI;X;BR;5
D061300562;1;ON;M;27;SI;X;BR;5
D061300563;1;AU;M;31;SI;X;BR;5
D061300563;2;AU;M;64;SI;X;BR;7
D061300563;1;AU;M;31;SI;X;BR;5
D061300563;2;AU;M;64;SI;X;BR;7
D061300564;1;SI;X;SI;SI;X;BR;8
D061300564;1;SI;X;SI;SI;X;BR;8
D061300565;1;AU;F;41;SI;X;BR;7
D061300565;2;MO;M;41;SI;X;BR;5
D061300565;1;AU;F;41;SI;X;BR;7
D061300565;2;MO;M;41;SI;X;BR;5
D061300566;1;AU;M;43;SI;X;BR;7
D061300566;2;MO;X;SI;SI;X;BR;8
D061300566;3;AU;X;SI;SI;X;BR;8
D061300566;1;AU;M;43;SI;X;BR;7
D061300566;2;MO;X;SI;SI;X;BR;8
D061300566;3;AU;X;SI;SI;X;BR;8
D061300567;1;CM;M;36;SI;X;BR;5
D061300567;1;CM;M;36;SI;X;BR;5
D061300568;1;AU;M;29;SI;X;BR;8
D061300568;2;MO;M;33;SI;X;BR;5
D061300568;1;AU;M;29;SI;X;BR;8
D061300568;2;MO;M;33;SI;X;BR;5
D061300569;1;MO;M;SI;SI;X;BR;8
D061300569;1;MO;M;SI;SI;X;BR;8
D061300570;1;AU;M;SI;SI;X;BR;8
D061300570;2;AU;F;30;SI;X;BR;7
D061300570;1;AU;M;SI;SI;X;BR;8
D061300570;2;AU;F;30;SI;X;BR;7
D061300571;1;AU;M;32;SI;X;BR;5
D061300571;2;AU;M;32;SI;X;BR;8
D061300571;3;CA;M;67;HA;X;BR;7
D061300571;1;AU;M;32;SI;X;BR;5
D061300571;2;AU;M;32;SI;X;BR;8
D061300571;3;CA;M;67;HA;X;BR;7
D061300572;1;CM;M;58;HA;X;BR;8
D061300572;2;CM;M;42;HA;X;BR;5
D061300572;1;CM;M;58;HA;X;BR;8
D061300572;2;CM;M;42;HA;X;BR;5
D061300573;1;MO;M;20;SI;X;BR;3
D061300573;2;AU;F;38;SI;X;BR;7
D061300573;1;MO;M;20;SI;X;BR;3
D061300573;2;AU;F;38;SI;X;BR;7
D061300574;1;AU;M;31;SI;X;BR;7
D061300574;2;AU;F;38;SI;X;BR;5
D061300574;3;CM;M;23;SI;X;BR;5
D061300574;1;AU;M;31;SI;X;BR;7
D061300574;2;AU;F;38;SI;X;BR;5
D061300574;3;CM;M;23;SI;X;BR;5
D061300575;1;CM;M;SI;SI;X;BR;8
D061300575;1;CM;M;SI;SI;X;BR;8
D061300576;1;MO;M;19;IN;X;BR;3
D061300576;2;AU;M;60;HA;X;BR;3
D061300576;1;MO;M;19;IN;X;BR;3
D061300576;2;AU;M;60;HA;X;BR;3
D061300577;1;MO;M;30;SI;X;BR;3
D061300577;2;AU;M;27;SI;X;BR;8
D061300577;1;MO;M;30;SI;X;BR;3
D061300577;2;AU;M;27;SI;X;BR;8
D061300578;1;MO;M;33;HA;X;BR;5
D061300578;1;MO;M;33;HA;X;BR;5
D061300579;1;AU;M;32;SI;X;BR;8
D061300579;2;AU;M;22;SI;X;BR;5
D061300579;3;MO;M;42;SI;X;BR;5
D061300579;1;AU;M;32;SI;X;BR;8
D061300579;2;AU;M;22;SI;X;BR;5
D061300579;3;MO;M;42;SI;X;BR;5
D061300580;1;AU;F;33;SI;X;BR;7
D061300580;1;AU;F;33;SI;X;BR;7
D061300581;1;MO;M;28;SI;X;BR;5
D061300581;1;MO;M;28;SI;X;BR;5
D061300582;1;AU;F;36;SI;X;BR;5
D061300582;1;AU;F;36;SI;X;BR;5
D061300583;1;AU;F;65;SI;X;BR;8
D061300583;2;AU;M;30;SI;X;BR;2
D061300583;3;AU;M;40;SI;X;BR;3
D061300583;1;AU;F;65;SI;X;BR;8
D061300583;2;AU;M;30;SI;X;BR;2
D061300583;3;AU;M;40;SI;X;BR;3
D061300584;1;MO;M;24;SI;X;BR;5
D061300584;2;AU;F;30;SI;X;BR;5
D061300584;3;CM;M;41;SI;X;BR;5
D061300584;1;MO;M;24;SI;X;BR;5
D061300584;2;AU;F;30;SI;X;BR;5
D061300584;3;CM;M;41;SI;X;BR;5
D061300585;1;AU;M;22;SI;X;BR;3
D061300585;2;AU;M;36;SI;X;BR;3
D061300585;3;AU;M;35;SI;X;BR;3
D061300585;1;AU;M;22;SI;X;BR;3
D061300585;2;AU;M;36;SI;X;BR;3
D061300585;3;AU;M;35;SI;X;BR;3
D061300586;1;MO;M;19;SI;X;BR;8
D061300586;1;MO;M;19;SI;X;BR;8
D061300587;1;AU;M;19;SI;X;BR;8
D061300587;2;AU;M;39;SI;X;BR;7
D061300587;3;AU;M;34;SI;X;BR;8
D061300587;4;AU;M;39;SI;X;BR;8
D061300587;5;CA;M;50;HA;X;BR;3
D061300587;1;AU;M;19;SI;X;BR;8
D061300587;2;AU;M;39;SI;X;BR;7
D061300587;3;AU;M;34;SI;X;BR;8
D061300587;4;AU;M;39;SI;X;BR;8
D061300587;5;CA;M;50;HA;X;BR;3
D061300588;1;MO;M;22;SI;X;BR;5
D061300588;2;AU;M;40;SI;X;BR;5
D061300588;3;AU;M;21;SI;X;BR;5
D061300588;4;OU;M;52;HA;X;BR;5
D061300588;1;MO;M;22;SI;X;BR;5
D061300588;2;AU;M;40;SI;X;BR;5
D061300588;3;AU;M;21;SI;X;BR;5
D061300588;4;OU;M;52;HA;X;BR;5
D061300589;1;MO;M;34;SI;X;BR;5
D061300589;1;MO;M;34;SI;X;BR;5
D061300590;1;CM;M;19;HA;X;BR;3
D061300590;2;CM;M;39;HA;X;BR;3
D061300590;1;CM;M;19;HA;X;BR;3
D061300590;2;CM;M;39;HA;X;BR;3
D061300591;1;MO;M;19;SI;X;BR;5
D061300591;2;AU;M;20;SI;X;BR;5
D061300591;1;MO;M;19;SI;X;BR;5
D061300591;2;AU;M;20;SI;X;BR;5
D061300592;1;MO;M;26;SI;X;BR;6
D061300592;1;MO;M;26;SI;X;BR;6
D061300593;1;MO;M;33;SI;X;BR;7
D061300593;2;AU;M;36;SI;X;BR;7
D061300593;1;MO;M;33;SI;X;BR;7
D061300593;2;AU;M;36;SI;X;BR;7
D061300594;1;MO;M;50;SI;X;BR;7
D061300594;1;MO;M;50;SI;X;BR;7
D061300595;1;AU;M;58;SI;X;BR;5
D061300595;1;AU;M;58;SI;X;BR;5
D061300596;1;AU;M;SI;SI;X;BR;8
D061300596;1;AU;M;SI;SI;X;BR;8
D061300597;1;MO;M;52;SI;X;BR;8
D061300597;2;AU;F;53;SI;X;BR;7
D061300597;1;MO;M;52;SI;X;BR;8
D061300597;2;AU;F;53;SI;X;BR;7
D061300598;1;AU;M;36;SI;X;BR;7
D061300598;1;AU;M;36;SI;X;BR;7
D061300599;1;AU;M;30;SI;X;BR;7
D061300599;2;SI;X;SI;SI;X;BR;8
D061300599;1;AU;M;30;SI;X;BR;7
D061300599;2;SI;X;SI;SI;X;BR;8
D061300600;1;MO;M;SI;SI;X;BR;8
D061300600;2;MO;X;SI;SI;X;BR;8
D061300600;1;MO;M;SI;SI;X;BR;8
D061300600;2;MO;X;SI;SI;X;BR;8
D061300601;1;AU;F;30;SI;X;BR;5
D061300601;1;AU;F;30;SI;X;BR;5
D061300602;1;AU;M;60;SI;X;BR;7
D061300602;2;MO;M;SI;SI;X;BR;8
D061300602;1;AU;M;60;SI;X;BR;7
D061300602;2;MO;M;SI;SI;X;BR;8
D061300603;1;MO;M;43;SI;X;BR;5
D061300603;2;MO;M;32;SI;X;BR;3
D061300603;3;CM;M;36;SI;X;BR;5
D061300603;4;AU;F;56;SI;X;BR;7
D061300603;1;MO;M;43;SI;X;BR;5
D061300603;2;MO;M;32;SI;X;BR;3
D061300603;3;CM;M;36;SI;X;BR;5
D061300603;4;AU;F;56;SI;X;BR;7
D061300604;1;CM;M;23;SI;X;BR;5
D061300604;2;MO;M;34;SI;X;BR;8
D061300604;1;CM;M;23;SI;X;BR;5
D061300604;2;MO;M;34;SI;X;BR;8
D061300605;1;MO;M;61;SI;X;BR;7
D061300605;2;SI;X;SI;SI;X;BR;8
D061300605;1;MO;M;61;SI;X;BR;7
D061300605;2;SI;X;SI;SI;X;BR;8
D061300606;1;AU;M;27;SI;X;BR;5
D061300606;2;AU;M;60;SI;X;BR;3
D061300606;3;MO;M;27;SI;X;BR;5
D061300606;1;AU;M;27;SI;X;BR;5
D061300606;2;AU;M;60;SI;X;BR;3
D061300606;3;MO;M;27;SI;X;BR;5
D061300607;1;AU;M;40;SI;X;BR;5
D061300607;2;MO;M;33;SI;X;BR;5
D061300607;1;AU;M;40;SI;X;BR;5
D061300607;2;MO;M;33;SI;X;BR;5
D061300608;1;MO;M;25;SI;X;BR;3
D061300608;1;MO;M;25;SI;X;BR;3
D061300609;1;AU;X;SI;SI;X;BR;8
D061300609;1;AU;X;SI;SI;X;BR;8
D061300610;1;AU;M;37;SI;X;BR;7
D061300610;2;MO;M;25;SI;X;BR;3
D061300610;3;AU;F;40;SI;X;BR;5
D061300610;1;AU;M;37;SI;X;BR;7
D061300610;2;MO;M;25;SI;X;BR;3
D061300610;3;AU;F;40;SI;X;BR;5
D061300611;1;MO;M;30;SI;X;BR;7
D061300611;2;MO;X;SI;SI;X;BR;8
D061300611;1;MO;M;30;SI;X;BR;7
D061300611;2;MO;X;SI;SI;X;BR;8
D061300612;1;MO;M;30;SI;X;BR;7
D061300612;2;AU;X;SI;SI;X;BR;8
D061300612;1;MO;M;30;SI;X;BR;7
D061300612;2;AU;X;SI;SI;X;BR;8
D061300613;1;MO;M;29;SI;X;BR;5
D061300613;2;CM;M;61;SI;X;BR;7
D061300613;1;MO;M;29;SI;X;BR;5
D061300613;2;CM;M;61;SI;X;BR;7
D061300614;1;AU;M;71;SI;X;BR;8
D061300614;2;MO;F;19;SI;X;BR;5
D061300614;1;AU;M;71;SI;X;BR;8
D061300614;2;MO;F;19;SI;X;BR;5
D061300615;1;AU;F;SI;SI;X;BR;8
D061300615;2;MO;M;37;SI;X;BR;7
D061300615;1;AU;F;SI;SI;X;BR;8
D061300615;2;MO;M;37;SI;X;BR;7
D061300616;1;AU;M;25;SI;X;BR;5
D061300616;2;AU;M;37;SI;X;BR;7
D061300616;3;AU;M;34;SI;X;BR;5
D061300616;4;CM;M;30;SI;X;BR;3
D061300616;1;AU;M;25;SI;X;BR;5
D061300616;2;AU;M;37;SI;X;BR;7
D061300616;3;AU;M;34;SI;X;BR;5
D061300616;4;CM;M;30;SI;X;BR;3
D061300617;1;AU;F;47;SI;X;BR;5
D061300617;2;MO;M;24;SI;X;BR;5
D061300617;1;AU;F;47;SI;X;BR;5
D061300617;2;MO;M;24;SI;X;BR;5
D061300618;1;AU;F;42;SI;X;BR;7
D061300618;2;MO;M;35;SI;X;BR;3
D061300618;1;AU;F;42;SI;X;BR;7
D061300618;2;MO;M;35;SI;X;BR;3
D061300619;1;CM;M;36;SI;X;BR;3
D061300619;2;MO;M;19;SI;X;BR;5
D061300619;1;CM;M;36;SI;X;BR;3
D061300619;2;MO;M;19;SI;X;BR;5
D061300620;1;CM;M;28;SI;X;BR;3
D061300620;2;CM;M;27;SI;X;BR;3
D061300620;1;CM;M;28;SI;X;BR;3
D061300620;2;CM;M;27;SI;X;BR;3
D061300621;1;AU;M;45;SI;X;BR;7
D061300621;1;AU;M;45;SI;X;BR;7
D061300622;1;AU;F;27;SI;X;BR;7
D061300622;2;AU;F;39;SI;X;BR;7
D061300622;1;AU;F;27;SI;X;BR;7
D061300622;2;AU;F;39;SI;X;BR;7
D061300623;1;MO;M;34;SI;X;BR;5
D061300623;2;AU;M;31;SI;X;BR;3
D061300623;1;MO;M;34;SI;X;BR;5
D061300623;2;AU;M;31;SI;X;BR;3
D061300624;1;CM;M;21;HA;X;BR;5
D061300624;1;CM;M;21;HA;X;BR;5
D061300625;1;AU;M;27;HA;X;BR;3
D061300625;1;AU;M;27;HA;X;BR;3
D061300626;1;MO;M;19;SI;X;BR;5
D061300626;1;MO;M;19;SI;X;BR;5
D061300627;1;MO;M;28;HA;X;BR;8
D061300627;1;MO;M;28;HA;X;BR;8
D061300628;1;MO;M;SI;SI;X;BR;5
D061300628;2;AU;M;19;SI;X;BR;5
D061300628;3;AU;M;25;SI;X;BR;5
D061300628;1;MO;M;SI;SI;X;BR;5
D061300628;2;AU;M;19;SI;X;BR;5
D061300628;3;AU;M;25;SI;X;BR;5
D061300629;1;AU;M;44;SI;X;BR;5
D061300629;1;AU;M;44;SI;X;BR;5
D061300630;1;AU;F;76;SI;X;BR;7
D061300630;2;MO;M;38;SI;X;BR;3
D061300630;1;AU;F;76;SI;X;BR;7
D061300630;2;MO;M;38;SI;X;BR;3
D061300631;1;MO;X;SI;SI;X;BR;8
D061300631;1;MO;X;SI;SI;X;BR;8
D061300632;1;AU;M;23;SI;X;BR;5
D061300632;2;AU;F;36;SI;X;BR;7
D061300632;3;AU;F;65;SI;X;BR;3
D061300632;4;AU;X;SI;SI;X;BR;8
D061300632;1;AU;M;23;SI;X;BR;5
D061300632;2;AU;F;36;SI;X;BR;7
D061300632;3;AU;F;65;SI;X;BR;3
D061300632;4;AU;X;SI;SI;X;BR;8
D061300633;1;CA;X;SI;SI;X;BR;8
D061300633;2;AU;M;43;SI;X;BR;3
D061300633;3;MO;M;52;SI;X;BR;7
D061300633;1;CA;X;SI;SI;X;BR;8
D061300633;2;AU;M;43;SI;X;BR;3
D061300633;3;MO;M;52;SI;X;BR;7
D061300634;1;AU;M;28;SI;X;BR;5
D061300634;2;AU;M;56;SI;X;BR;4
D061300634;1;AU;M;28;SI;X;BR;5
D061300634;2;AU;M;56;SI;X;BR;4
D061300635;1;AU;F;SI;SI;X;BR;8
D061300635;2;MO;M;32;SI;X;BR;5
D061300635;1;AU;F;SI;SI;X;BR;8
D061300635;2;MO;M;32;SI;X;BR;5
D061300636;1;AU;M;38;SI;X;BR;8
D061300636;2;MO;M;50;SI;X;BR;8
D061300636;1;AU;M;38;SI;X;BR;8
D061300636;2;MO;M;50;SI;X;BR;8
D061300637;1;MO;M;22;SI;X;BR;5
D061300637;1;MO;M;22;SI;X;BR;5
D061300638;1;CA;M;44;SI;X;BR;3
D061300638;2;AU;M;27;SI;X;BR;4
D061300638;1;CA;M;44;SI;X;BR;3
D061300638;2;AU;M;27;SI;X;BR;4
D061300639;1;AU;F;37;SI;X;BR;7
D061300639;2;MO;M;33;SI;X;BR;5
D061300639;1;AU;F;37;SI;X;BR;7
D061300639;2;MO;M;33;SI;X;BR;5
D061300640;1;AU;M;28;SI;X;BR;3
D061300640;1;AU;M;28;SI;X;BR;3
D061300641;1;AU;F;SI;SI;X;BR;8
D061300641;2;MO;M;44;SI;X;BR;8
D061300641;1;AU;F;SI;SI;X;BR;8
D061300641;2;MO;M;44;SI;X;BR;8
D061300643;1;AU;M;44;SI;X;BR;7
D061300643;1;AU;M;44;SI;X;BR;7
D061300644;1;AU;M;32;SI;X;BR;3
D061300644;2;MO;M;45;SI;X;BR;5
D061300644;1;AU;M;32;SI;X;BR;3
D061300644;2;MO;M;45;SI;X;BR;5
D061300645;1;ON;M;39;SI;X;BR;5
D061300645;2;AU;M;21;SI;X;BR;5
D061300645;1;ON;M;39;SI;X;BR;5
D061300645;2;AU;M;21;SI;X;BR;5
D061300646;1;AU;M;25;SI;X;BR;3
D061300646;1;AU;M;25;SI;X;BR;3
D061300647;1;AU;F;32;SI;X;BR;7
D061300647;2;MO;M;28;SI;X;BR;3
D061300647;1;AU;F;32;SI;X;BR;7
D061300647;2;MO;M;28;SI;X;BR;3
D061300648;1;MO;M;21;SI;X;BR;5
D061300648;2;AU;X;SI;SI;X;BR;8
D061300648;1;MO;M;21;SI;X;BR;5
D061300648;2;AU;X;SI;SI;X;BR;8
D061300649;1;ON;M;45;SI;X;BR;3
D061300649;1;ON;M;45;SI;X;BR;3
D061300650;1;ON;M;46;SI;X;BR;3
D061300650;1;ON;M;46;SI;X;BR;3
D061300651;1;MO;M;21;SI;X;BR;3
D061300651;2;OU;M;54;HA;X;BR;2
D061300651;1;MO;M;21;SI;X;BR;3
D061300651;2;OU;M;54;HA;X;BR;2
D061300652;1;MO;X;SI;SI;X;BR;8
D061300652;1;MO;X;SI;SI;X;BR;8
D061300653;1;SI;X;SI;SI;X;BR;8
D061300653;1;SI;X;SI;SI;X;BR;8
D061300654;1;MO;M;29;SI;X;BR;3
D061300654;2;AU;M;38;SI;X;BR;5
D061300654;1;MO;M;29;SI;X;BR;3
D061300654;2;AU;M;38;SI;X;BR;5
D061300655;1;MO;M;18;IN;X;BR;5
D061300655;2;SI;X;SI;SI;X;BR;8
D061300655;1;MO;M;18;IN;X;BR;5
D061300655;2;SI;X;SI;SI;X;BR;8
D061300656;1;MO;M;27;SI;X;BR;3
D061300656;2;CM;M;26;SI;X;BR;5
D061300656;1;MO;M;27;SI;X;BR;3
D061300656;2;CM;M;26;SI;X;BR;5
D061300657;1;MO;F;30;SI;X;BR;5
D061300657;1;MO;F;30;SI;X;BR;5
D061300658;1;AU;M;65;HA;X;BR;7
D061300658;2;AU;F;31;HA;X;BR;5
D061300658;1;AU;M;65;HA;X;BR;7
D061300658;2;AU;F;31;HA;X;BR;5
D061300659;1;MO;M;39;SI;X;BR;5
D061300659;2;SI;X;SI;SI;X;BR;8
D061300659;1;MO;M;39;SI;X;BR;5
D061300659;2;SI;X;SI;SI;X;BR;8
D061300660;1;MO;M;19;IN;X;BR;5
D061300660;1;MO;M;19;IN;X;BR;5
D061300661;1;AU;F;26;SI;X;BR;3
D061300661;1;AU;F;26;SI;X;BR;3
D061300662;1;MO;M;27;SI;X;BR;5
D061300662;2;AU;M;SI;SI;X;BR;8
D061300662;1;MO;M;27;SI;X;BR;5
D061300662;2;AU;M;SI;SI;X;BR;8
D061300663;1;MO;M;29;SI;X;BR;8
D061300663;2;SI;X;SI;SI;X;BR;8
D061300663;1;MO;M;29;SI;X;BR;8
D061300663;2;SI;X;SI;SI;X;BR;8
D061300664;1;SI;F;SI;SI;X;BR;8
D061300664;1;SI;F;SI;SI;X;BR;8
D061300665;1;AU;M;45;SI;X;BR;2
D061300665;1;AU;M;45;SI;X;BR;2
D061300666;1;AU;M;SI;SI;X;BR;8
D061300666;1;AU;M;SI;SI;X;BR;8
D061300667;1;MO;M;44;SI;X;BR;3
D061300667;2;MO;M;25;SI;X;BR;3
D061300667;3;AU;F;31;SI;X;BR;5
D061300667;1;MO;M;44;SI;X;BR;3
D061300667;2;MO;M;25;SI;X;BR;3
D061300667;3;AU;F;31;SI;X;BR;5
D061300668;1;MO;M;26;SI;X;BR;6
D061300668;1;MO;M;26;SI;X;BR;6
D061300669;1;MO;M;21;IN;X;BR;3
D061300669;2;AU;M;37;SI;X;BR;3
D061300669;1;MO;M;21;IN;X;BR;3
D061300669;2;AU;M;37;SI;X;BR;3
D061300670;1;MO;M;30;SI;X;BR;3
D061300670;1;MO;M;30;SI;X;BR;3
D061300671;1;CM;F;SI;SI;X;BR;8
D061300671;1;CM;F;SI;SI;X;BR;8
D061300672;1;MO;M;41;SI;X;BR;5
D061300672;1;MO;M;41;SI;X;BR;5
D061300673;1;MO;M;46;SI;X;BR;3
D061300673;2;OU;M;33;HA;X;BR;5
D061300673;1;MO;M;46;SI;X;BR;3
D061300673;2;OU;M;33;HA;X;BR;5
D061300674;1;MO;M;29;SI;X;BR;3
D061300674;2;AU;M;25;SI;X;BR;5
D061300674;1;MO;M;29;SI;X;BR;3
D061300674;2;AU;M;25;SI;X;BR;5
D061300675;1;AU;M;28;SI;X;BR;5
D061300675;2;MO;M;SI;SI;X;BR;8
D061300675;3;AU;M;25;SI;X;BR;7
D061300675;1;AU;M;28;SI;X;BR;5
D061300675;2;MO;M;SI;SI;X;BR;8
D061300675;3;AU;M;25;SI;X;BR;7
D061300676;1;MO;M;39;SI;X;BR;3
D061300676;1;MO;M;39;SI;X;BR;3
D061300677;1;AU;M;31;SI;X;BR;3
D061300677;2;AU;M;46;SI;X;BR;5
D061300677;3;MO;M;31;SI;X;BR;3
D061300677;1;AU;M;31;SI;X;BR;3
D061300677;2;AU;M;46;SI;X;BR;5
D061300677;3;MO;M;31;SI;X;BR;3
D061300678;1;AU;F;69;SI;X;BR;5
D061300678;1;AU;F;69;SI;X;BR;5
