id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D011300353;2;CA;M;49;SI;X;BR;6
D011300354;1;ON;M;41;SI;X;BR;8
D011300355;1;MO;M;28;SI;X;BR;5
D011300355;2;MO;M;21;IN;X;BR;3
D011300356;1;MO;M;20;IN;X;BR;7
D011300356;2;AU;M;52;SI;X;BR;3
D011300357;1;CM;M;50;SI;X;BR;3
D011300357;2;MO;M;36;SI;X;BR;5
D011300359;1;MO;M;35;SI;X;BR;7
D011300359;2;MO;M;25;SI;X;BR;3
D011300359;3;AU;M;27;SI;X;BR;3
D011300360;1;MO;M;25;SI;X;BR;3
D011300360;2;AU;M;60;SI;X;BR;7
D011300361;1;AU;M;27;SI;X;BR;8
D011300362;1;ON;M;52;SI;X;BR;3
D011300363;1;AU;F;39;SI;X;BR;8
D011300363;2;AU;F;47;SI;X;BR;7
D011300363;3;AU;M;74;SI;X;BR;8
D011300363;4;AU;M;55;SI;X;BR;8
D011300364;1;MO;M;40;SI;X;BR;5
D011300364;2;AU;M;51;SI;X;BR;3
D011300365;1;MO;M;33;SI;X;BR;8
D011300366;1;OU;M;61;HA;X;BR;3
D011300367;1;AU;M;62;SI;X;BR;5
D011300367;2;AU;F;49;SI;X;BR;7
D011300367;3;AU;M;54;SI;X;BR;8
D011300368;1;MO;M;26;SI;X;BR;7
D011300368;2;CM;M;39;SI;X;BR;2
D011300369;1;AU;M;28;SI;X;BR;6
D011300369;2;AU;M;SI;SI;X;BR;8
D011300370;1;SI;X;SI;SI;X;BR;8
D011300371;1;CM;M;31;SI;X;BR;8
D011300372;1;AU;X;SI;SI;X;BR;8
D011300372;2;MO;M;28;SI;X;BR;5
D011300373;1;AU;M;17;IN;X;BR;7
D011300373;2;MO;M;17;IN;X;BR;3
D011300374;1;AU;M;22;SI;X;BR;3
D011300374;2;AU;M;66;SI;X;BR;3
D011300374;3;AU;M;58;SI;X;BR;3
D011300374;4;AU;M;47;SI;X;BR;3
D011300374;5;MO;M;38;SI;X;BR;5
D011300374;6;AU;M;43;SI;X;BR;2
D011300375;1;MO;M;41;SI;X;BR;5
D011300375;2;AU;F;27;SI;X;BR;7
D011300376;1;MO;M;36;SI;X;BR;3
D011300376;2;AU;M;31;SI;X;BR;5
D011300377;1;MO;M;24;SI;X;BR;6
D011300377;2;CA;M;56;SI;X;BR;6
D011300378;1;MO;M;33;SI;X;BR;8
D011300378;2;AU;F;28;SI;X;BR;8
D011300378;3;OU;M;25;HA;X;BR;5
D011300379;1;AU;X;SI;SI;X;BR;8
D011300379;2;MO;F;48;HA;X;BR;5
D011300380;1;AU;M;21;SI;X;BR;6
D011300380;2;BI;M;36;NE;X;BR;7
D011300381;1;AU;M;45;SI;X;BR;5
D011300381;2;AU;M;58;SI;X;BR;7
D011300381;3;MO;M;57;SI;X;BR;5
D011300382;1;MO;M;25;SI;X;BR;3
D011300382;2;ON;M;45;SI;X;BR;3
D011300382;3;ON;M;37;SI;X;BR;3
D011300383;1;SI;X;SI;SI;X;BR;8
D011300384;1;AU;M;24;SI;X;AA;6
D011300384;2;AU;M;28;SI;X;BR;3
D011300384;3;CM;M;61;SI;X;BR;5
D011300385;1;AU;M;39;SI;X;BR;5
D011300386;1;ON;M;SI;SI;X;BR;8
D011300387;1;MO;M;25;SI;X;BR;5
D011300387;2;AU;M;60;SI;X;BR;7
D011300388;1;AU;F;SI;SI;X;BR;8
D011300389;1;ON;M;SI;SI;X;BR;8
D011300389;2;AU;F;33;SI;X;BR;5
D011300390;1;AU;M;72;SI;X;BR;5
D011300390;2;AU;M;27;SI;X;BR;7
D011300391;1;MO;M;23;IN;X;BR;4
D011300392;1;AU;F;27;HA;X;BR;7
D011300392;2;ON;M;37;HA;X;BR;3
D011300393;1;MO;M;31;HA;X;BR;8
D011300393;2;AU;M;31;HA;X;BR;7
D011300394;1;CA;M;33;IN;X;BR;3
D011300395;1;AU;M;32;HA;X;BR;7
D011300395;2;CA;M;39;HA;X;BR;2
D011300396;1;MO;M;28;SI;X;BR;3
D011300396;2;AU;F;49;SI;X;BR;7
D011300397;1;MO;M;35;SI;X;BR;5
D011300397;2;AU;M;47;SI;X;BR;7
D011300398;1;MO;M;25;SI;X;BR;7
D011300398;2;AU;F;78;HA;X;BR;5
D011300399;1;OU;M;30;SI;X;BR;5
D011300400;1;MO;M;33;SI;X;BR;7
D011300400;2;AU;F;SI;SI;X;BR;8
D011300400;3;AU;M;SI;SI;X;BR;8
D011300402;1;SI;X;SI;SI;X;BR;8
D011300403;1;MO;M;28;SI;X;BR;5
D011300403;2;AU;M;40;SI;X;BR;3
D011300404;1;MO;M;33;SI;X;BR;5
D011300404;2;CM;M;25;SI;X;BR;8
D011300405;1;MO;M;30;SI;X;BR;5
D011300405;2;AU;M;50;SI;X;BR;5
D011300406;1;MO;M;34;SI;X;BR;5
D011300406;2;AU;M;50;SI;X;BR;7
D011300407;1;CM;M;32;SI;X;BR;8
D011300408;1;AU;M;38;SI;X;BR;8
D011300409;1;ON;X;SI;SI;X;BR;8
D011300410;1;MO;M;58;SI;X;BR;7
D011300411;1;MO;X;SI;SI;X;BR;8
D011300412;1;AU;M;45;SI;X;BR;8
D011300412;2;AU;M;18;SI;X;BR;8
D011300413;1;AU;F;35;SI;X;BR;7
D011300414;1;MO;M;39;SI;X;BR;7
D011300415;1;MO;M;40;SI;X;BR;3
D011300415;2;AU;M;32;SI;X;BR;7
D011300416;1;AU;M;SI;SI;X;BR;8
D011300416;2;AU;M;24;SI;X;BR;3
D011300418;1;OU;M;36;HA;X;BR;5
D011300419;1;AU;M;SI;SI;X;BR;8
D011300419;2;MO;M;38;SI;X;BR;5
D011300420;1;AU;M;21;HA;X;BR;5
D011300420;2;AU;X;SI;SI;X;BR;8
D011300420;3;AU;X;SI;SI;X;BR;8
D011300421;1;AU;M;66;SI;X;BR;3
D011300421;2;BI;M;44;NE;X;BR;6
D011300422;1;AU;M;50;HA;X;BR;7
D011300422;2;MO;M;40;HA;X;BR;5
D011300423;1;CM;X;SI;SI;X;BR;8
D011300423;2;MO;M;28;SI;X;BR;3
D011300424;1;MO;M;36;SI;X;BR;8
D011300425;1;AU;M;22;SI;X;BR;5
D011300425;2;AU;M;32;SI;X;BR;7
D011300425;3;AU;M;22;SI;X;BR;3
D011300426;1;AU;X;SI;SI;X;BR;8
D011300426;2;MO;M;40;SI;X;BR;3
D011300427;1;MO;M;29;SI;X;BR;5
D011300428;1;MO;X;SI;SI;X;BR;8
D011300429;1;MO;M;25;SI;X;BR;6
D011300429;2;AU;M;50;SI;X;BR;5
D011300430;1;AU;M;38;SI;X;BR;7
D011300430;2;MO;M;35;SI;X;BR;6
D011300431;1;AU;F;56;SI;X;BR;7
D011300432;1;MO;M;54;SI;X;BR;3
D011300432;2;AU;M;22;SI;X;BR;7
D011300433;1;MO;M;21;SI;X;BR;8
D011300433;2;CA;M;23;SI;X;BR;5
D011300434;1;MO;M;47;SI;X;BR;3
D011300434;2;AU;F;38;SI;X;BR;5
D011300435;1;ON;X;SI;SI;X;BR;8
D011300436;1;AU;M;48;SI;X;BR;7
D011300437;1;BI;F;18;NE;X;BR;5
D011300437;2;OU;M;40;HA;X;BR;3
D011300438;1;AU;M;57;SI;X;BR;7
D011300439;1;OU;M;51;HA;X;BR;3
D011300439;2;AU;F;57;SI;X;BR;3
D011300440;1;OU;M;43;HA;X;BR;3
D011300441;1;MO;M;41;SI;X;BR;7
D011300442;1;CM;F;SI;SI;X;BR;8
D011300443;1;MO;M;41;SI;X;BR;7
D011300444;1;MO;M;36;SI;X;BR;3
D011300445;1;MO;M;27;HA;X;BR;8
D011300445;2;AU;M;49;HA;X;BR;3
D011300445;3;OU;M;36;HA;X;BR;3
D011300446;1;MO;M;44;SI;X;BR;7
D011300446;2;AU;F;SI;SI;X;BR;8
D011300447;1;MO;M;17;IN;X;BR;3
D011300448;1;AU;F;42;SI;X;BR;7
D011300448;2;MO;M;SI;IN;X;BR;8
D011300449;1;AU;X;SI;SI;X;BR;8
D011300449;2;MO;M;53;SI;X;BR;3
D011300450;1;CM;M;53;SI;X;BR;8
D011300451;1;AU;M;69;SI;X;BR;5
D011300451;2;MO;M;41;SI;X;BR;8
D011300452;1;AU;M;50;HA;X;BR;5
D011300452;2;MO;M;25;HA;X;BR;5
D011300452;3;AU;F;33;HA;X;BR;8
D011300453;1;AU;F;46;SI;X;BR;7
D011300453;2;BI;M;17;IN;X;BR;4
D011300454;1;MO;M;50;SI;X;BR;2
D011300455;1;CM;M;48;SI;X;BR;3
D011300455;2;MO;M;26;SI;X;BR;3
D011300456;1;AU;M;32;SI;X;BR;7
D011300456;2;AU;M;58;SI;X;BR;5
D011300457;1;ON;F;50;SI;X;BR;5
D011300458;1;AU;F;35;HA;X;BR;7
D011300458;2;MO;M;19;SI;X;BR;5
D011300459;1;AU;M;31;SI;X;BR;5
D011300459;2;MO;M;23;SI;X;BR;8
D011300460;1;MO;M;25;IN;X;AA;3
D011300461;1;AU;F;30;SI;X;BR;5
D011300461;2;AU;M;72;SI;X;BR;3
D011300462;1;MO;F;23;SI;X;BR;5
D011300462;2;AU;X;SI;SI;X;BR;8
D011300463;1;MO;M;32;SI;X;BR;5
D011300463;2;AU;M;SI;SI;X;BR;8
D011300464;1;MO;M;33;SI;X;BR;5
D011300464;2;AU;M;SI;SI;X;BR;8
D011300465;1;MO;M;44;SI;X;BR;8
D011300465;2;AU;F;24;SI;X;BR;6
D011300466;1;MO;M;41;HA;X;BR;8
D011300466;2;AU;F;SI;SI;X;BR;8
D011300467;1;MO;M;22;SI;X;BR;5
D011300467;2;AU;M;56;SI;X;BR;3
D011300468;1;MO;F;32;SI;X;BR;5
D011300468;2;AU;M;37;SI;X;BR;5
D011300469;1;MO;F;27;SI;X;BR;7
D011300469;2;AU;F;27;SI;X;BR;7
D011300469;3;AU;M;SI;SI;X;BR;8
D011300470;1;AU;M;24;SI;X;BR;5
D011300470;2;AU;M;44;SI;X;BR;7
D011300471;1;MO;M;37;SI;X;BR;5
D011300471;2;AU;F;57;SI;X;BR;7
D011300472;1;AU;F;35;SI;X;BR;5
D011300472;2;CM;M;SI;SI;X;BR;8
D011300473;1;MO;M;24;SI;X;BR;5
D011300473;2;AU;M;21;SI;X;BR;3
D011300474;1;AU;M;29;SI;X;BR;5
D011300475;1;MO;M;29;SI;X;BR;7
D011300475;2;AU;M;SI;SI;X;BR;8
D011300476;1;MO;M;SI;SI;X;BR;3
D011300476;2;AU;F;33;SI;X;BR;7
D011300477;1;MO;M;41;SI;X;BR;5
D011300477;2;AU;M;70;SI;X;BR;7
D011300478;1;MO;M;31;SI;X;BR;5
D011300478;2;AU;M;51;SI;X;BR;5
D011300479;1;MO;M;38;SI;X;BR;2
D011300479;2;AU;M;30;HA;X;BR;3
D011300480;1;MO;M;SI;SI;X;BR;8
D011300480;2;AU;F;30;SI;X;BR;7
D011300481;1;MO;M;25;SI;X;BR;3
D011300481;2;AU;M;56;HA;X;BR;5
D011300482;1;AU;M;SI;SI;X;BR;8
D011300483;1;AU;M;30;SI;X;BR;7
D011300484;1;MO;M;29;SI;X;BR;7
D011300485;1;MO;M;22;SI;X;BR;5
D011300485;2;AU;F;32;SI;X;BR;7
D011300486;1;MO;M;58;SI;X;BR;7
D011300486;2;AU;F;SI;SI;X;BR;8
D011300487;1;MO;M;27;SI;X;BR;5
D011300487;2;AU;F;49;SI;X;BR;7
D011300488;1;MO;M;32;SI;X;BR;5
D011300489;1;MO;M;37;SI;X;BR;7
D011300489;2;AU;M;72;SI;X;BR;7
D011300490;1;MO;M;37;SI;X;BR;5
D011300491;1;MO;M;25;SI;X;BR;3
D011300491;2;AU;M;SI;SI;X;BR;8
D011300492;1;MO;X;SI;SI;X;BR;8
D011300493;1;MO;M;22;SI;X;BR;3
D011300493;2;OU;M;55;HA;X;BR;8
D011300493;3;CA;M;50;SI;X;BR;3
D011300494;1;MO;M;19;SI;X;BR;5
D011300495;1;MO;M;26;SI;X;BR;5
D011300495;2;AU;M;42;SI;X;BR;3
D011300495;3;CA;M;27;SI;X;BR;3
D011300496;1;MO;M;25;SI;X;BR;3
D011300496;2;OU;M;45;HA;X;BR;3
D011300497;1;MO;M;20;SI;X;BR;3
D011300497;2;AU;F;37;SI;X;BR;7
D011300498;1;MO;F;38;SI;X;BR;3
D011300498;2;MO;M;28;SI;X;BR;5
D011300499;1;MO;M;22;IN;X;BR;4
D011300499;2;AU;M;44;SI;X;BR;5
D011300500;1;MO;M;31;SI;X;BR;8
D011300500;2;AU;M;54;SI;X;BR;8
D011300501;1;MO;M;42;SI;X;BR;6
D011300501;2;AU;M;44;SI;X;BR;5
D011300502;1;OU;F;SI;HA;X;BR;8
D011300503;1;MO;M;18;SI;X;BR;3
D011300503;2;AU;M;33;SI;X;BR;7
D011300504;1;AU;F;SI;SI;X;BR;8
D011300505;1;MO;M;37;SI;X;BR;6
D011300505;2;AU;F;SI;SI;X;BR;8
D011300506;1;CA;M;35;HA;X;BR;3
D011300506;2;MO;M;SI;SI;X;BR;8
D011300506;3;AU;M;31;SI;X;BR;7
D011300507;1;MO;M;29;SI;X;BR;4
D011300507;2;AU;M;SI;SI;X;BR;8
D011300508;1;MO;F;28;SI;X;BR;5
D011300508;2;AU;X;SI;SI;X;BR;8
D011300509;1;MO;M;SI;SI;X;BR;8
D011300509;2;OU;M;49;HA;X;BR;8
D011300510;1;ON;M;SI;HA;X;BR;8
D011300511;1;MO;M;36;SI;X;BR;3
D011300511;2;AU;F;35;SI;X;BR;5
D011300512;1;MO;M;31;SI;X;BR;3
D011300512;2;AU;F;36;SI;X;BR;7
D011300513;1;MO;M;19;SI;X;BR;5
D011300513;2;AU;M;SI;SI;X;BR;8
D011300514;1;AU;M;22;SI;X;BR;8
D011300514;2;OU;M;33;HA;X;BR;5
D011300515;1;AU;M;47;SI;X;BR;3
D011300516;1;MO;M;23;SI;X;BR;5
D011300516;2;AU;X;SI;SI;X;BR;8
D011300517;1;CA;M;37;SI;X;BR;5
D011300518;1;ON;M;SI;HA;X;BR;8
D011300519;1;MO;M;19;SI;X;BR;5
D011300519;2;ON;M;65;SI;X;BR;3
D011300520;1;AU;M;39;SI;X;BR;3
D011300520;2;CM;M;52;SI;X;BR;3
D011300521;1;AU;M;50;SI;X;BR;3
D011300521;2;AU;M;40;SI;X;BR;5
D011300522;1;ON;M;23;SI;X;BR;5
D011300523;1;MO;M;17;IN;X;BR;3
D011300523;2;CM;X;SI;SI;X;BR;8
D011300524;1;MO;M;21;SI;X;BR;3
D011300524;2;AU;M;35;SI;X;BR;5
D011300525;1;MO;M;30;SI;X;BR;5
D011300526;1;MO;M;41;SI;X;BR;3
D011300526;2;OU;M;43;HA;X;BR;5
D011300527;1;MO;M;35;SI;X;BR;5
D011300527;2;CA;M;41;SI;X;BR;5
D011300528;1;MO;M;14;IN;X;BR;1
D011300529;1;MO;M;21;HA;X;BR;3
D011300529;2;AU;F;46;HA;X;BR;7
D011300530;1;AU;X;SI;SI;X;BR;8
D011300531;1;AU;M;56;SI;X;BR;3
D011300531;2;AU;M;39;SI;X;BR;3
D011300531;3;AU;M;46;SI;X;BR;5
D011300532;1;MO;M;18;IN;X;BR;3
D011300532;2;CM;M;37;SI;X;BR;3
D011300533;1;MO;M;34;SI;X;BR;5
D011300533;2;AU;M;58;SI;X;BR;8
D011300534;1;MO;M;29;SI;X;BR;8
D011300534;2;MO;M;21;SI;X;BR;5
D011300535;1;ON;M;61;SI;X;BR;3
D011300535;2;MO;M;33;SI;X;BR;3
D011300536;1;MO;X;SI;SI;X;BR;8
D011300537;1;MO;M;41;IN;X;BR;3
D011300538;1;AU;M;33;SI;X;BR;3
D011300538;2;MO;M;SI;SI;X;BR;8
D011300539;1;AU;M;40;SI;X;BR;6
D011300540;1;AU;M;54;HA;X;BR;7
D011300541;1;CM;M;44;SI;X;BR;8
D011300542;1;AU;M;59;HA;X;BR;3
D011300542;2;MO;M;24;HA;X;BR;5
D011300543;1;AU;X;SI;SI;X;BR;8
D011300543;2;MO;M;18;IN;X;BR;3
D011300544;1;AU;X;SI;SI;X;BR;8
D011300544;2;BI;M;14;NE;X;BR;3
D011300545;1;AU;M;57;SI;X;BR;5
D011300546;1;MO;M;23;SI;X;BR;5
D011300546;2;MO;M;17;IN;X;BR;3
D011300547;1;AU;M;20;SI;X;BR;8
D011300547;2;MO;M;29;SI;X;BR;5
D011300548;1;AU;M;62;SI;X;BR;3
D011300548;2;AU;M;62;SI;X;BR;3
D011300549;1;AU;M;35;SI;X;BR;3
D011300549;2;AU;F;36;SI;X;BR;3
D011300549;3;AU;F;33;SI;X;BR;5
D011300550;1;AU;F;25;SI;X;BR;5
D011300551;1;MO;M;25;SI;X;BR;3
D011300551;2;AU;M;27;SI;X;BR;5
D011300552;1;MO;M;25;SI;X;BR;7
D011300552;2;AU;M;25;SI;X;BR;7
D011300553;1;SI;X;SI;SI;X;BR;8
D011300554;1;MO;M;54;SI;X;BR;7
D011300555;1;AU;M;53;SI;X;BR;8
D011300555;2;AU;M;57;SI;X;BR;7
D011300555;3;AU;F;35;SI;X;BR;7
D011300556;1;MO;M;26;SI;X;BR;7
D011300557;1;AU;M;53;SI;X;BR;7
D011300557;2;AU;M;40;SI;X;BR;8
D011300557;3;AU;F;63;SI;X;BR;7
D011300557;4;OU;M;62;SI;X;BR;7
D011300558;1;MO;M;25;SI;X;BR;5
D011300558;2;AU;M;50;SI;X;BR;8
D011300559;1;MO;M;SI;SI;X;BR;8
D011300559;2;AU;M;28;SI;X;BR;3
D011300560;1;MO;F;26;SI;X;BR;5
D011300560;2;AU;M;66;SI;X;BR;3
D011300560;3;AU;M;SI;SI;X;BR;8
D011300561;1;MO;M;SI;SI;X;BR;8
D011300561;2;AU;M;44;SI;X;BR;7
D011300562;1;AU;M;26;SI;X;BR;5
D011300564;1;MO;M;23;IN;X;BR;3
D011300564;2;AU;F;30;SI;X;BR;7
D011300565;1;MO;M;22;SI;X;BR;8
D011300566;1;MO;M;36;SI;X;BR;3
D011300566;2;CA;M;45;SI;X;BR;2
D011300567;1;MO;M;22;IN;X;BR;3
D011300567;2;AU;F;37;SI;X;BR;5
D011300568;1;MO;M;49;SI;X;BR;3
D011300569;1;OU;M;28;HA;X;BR;5
D011300570;1;MO;M;40;SI;X;BR;5
D011300570;2;AU;M;32;SI;X;BR;5
D011300571;1;BI;M;SI;NE;X;BR;8
D011300571;2;AU;M;53;SI;X;BR;3
D011300572;1;AU;M;24;SI;X;BR;5
D011300573;1;AU;M;25;IN;X;BR;5
D011300574;1;AU;X;SI;SI;X;BR;8
D011300575;1;AU;M;28;SI;X;BR;7
D011300575;2;CM;M;40;SI;X;BR;3
D011300576;1;MO;M;42;SI;X;BR;8
D011300576;2;AU;M;33;SI;X;BR;7
D011300577;1;MO;M;26;IN;X;BR;8
D011300577;2;AU;M;27;SI;X;BR;5
D011300578;1;AU;F;SI;SI;X;BR;8
D011300579;1;MO;M;28;IN;X;BR;8
D011300580;1;OU;M;39;HA;X;BR;3
D011300581;1;MO;M;23;SI;X;BR;7
D011300582;1;AU;M;22;SI;X;BR;5
D011300582;2;MO;M;45;SI;X;BR;7
D011300583;1;CA;M;32;IN;X;BR;4
D011300583;2;MO;M;18;SI;X;BR;5
D011300584;1;CM;M;SI;SI;X;BR;8
D011300584;2;MO;M;29;SI;X;BR;5
D011300585;1;AU;F;48;SI;X;BR;7
D011300585;2;AU;M;24;SI;X;BR;4
D011300586;1;CA;M;53;SI;X;BR;8
D011300586;2;ON;M;44;SI;X;BR;8
D011300586;3;ON;M;34;SI;X;BR;8
D011300587;1;MO;M;39;SI;X;BR;5
D011300588;1;MO;M;SI;SI;X;BR;8
D011300588;2;AU;M;21;SI;X;BR;5
D011300589;1;MO;M;25;SI;X;BR;5
D011300589;2;BI;M;17;NE;X;BR;3
D011300590;1;MO;M;30;SI;X;BR;5
D011300591;1;SI;X;25;SI;X;BR;5
D011300592;1;AU;F;27;SI;X;BR;5
D011300592;2;AU;F;33;SI;X;BR;5
D011300593;1;MO;M;SI;SI;X;BR;8
D011300593;2;AU;F;31;SI;X;BR;7
D011300594;1;CM;F;61;SI;X;BR;2
D011300594;2;CM;M;SI;SI;X;BR;8
D011300595;1;AU;M;50;SI;X;BR;3
D011300595;2;MO;M;48;SI;X;BR;7
D011300596;1;AU;M;62;SI;X;BR;5
D011300596;2;MO;M;29;SI;X;BR;5
D011300597;1;CM;M;40;SI;X;BR;8
D011300597;2;AU;M;18;SI;X;BR;3
D011300598;1;OU;M;38;SI;X;BR;2
D011300598;2;MO;M;42;SI;X;BR;5
D011300599;1;MC;M;41;SI;X;BR;5
D011300600;1;MO;F;24;SI;X;BR;5
D011300600;2;AU;M;46;SI;X;BR;3
D011300602;1;AU;M;54;SI;X;BR;7
D011300602;2;MO;M;20;SI;X;BR;3
D011300603;1;AU;M;38;SI;X;BR;3
D011300604;1;MO;M;28;HA;X;BR;5
D011300604;2;AU;M;27;SI;X;BR;5
D011300604;3;AU;M;32;SI;X;BR;5
D011300605;1;AU;M;27;SI;X;BR;5
D011300605;2;MO;M;42;SI;X;BR;3
D011300606;1;AU;F;41;SI;X;BR;7
D011300606;2;AU;F;44;SI;X;BR;8
D011300607;1;SI;X;SI;SI;X;BR;8
D011300607;2;AU;M;67;SI;X;BR;5
D011300608;1;AU;M;46;SI;X;BR;2
D011300608;2;MO;M;22;SI;X;BR;5
D011300609;1;ON;M;SI;SI;X;BR;8
D011300610;1;AU;M;27;SI;X;BR;3
D011300610;2;MO;M;21;SI;X;BR;3
D011300611;1;AU;M;57;SI;X;BR;8
D011300611;2;CM;M;31;SI;X;BR;5
D011300612;1;CM;M;31;SI;X;BR;5
D011300612;2;AU;M;23;SI;X;BR;5
D011300612;3;AU;M;23;SI;X;BR;3
D011300612;4;AU;X;SI;SI;X;BR;8
D011300613;1;AU;M;47;SI;X;BR;7
D011300613;2;MO;M;SI;SI;X;BR;8
D011300614;1;AU;M;28;SI;X;BR;5
D011300614;2;MO;M;41;SI;X;BR;2
D011300615;1;CM;M;58;SI;X;BR;3
D011300615;2;MO;M;49;SI;X;BR;5
D011300616;1;AU;M;36;SI;X;BR;5
D011300616;2;AU;F;45;SI;X;BR;5
D011300617;1;AU;F;63;SI;X;BR;7
D011300618;1;MO;M;23;SI;X;BR;2
D011300618;2;AU;X;SI;SI;X;BR;8
D011300619;1;MO;M;22;SI;X;BR;4
D011300619;2;MO;M;20;SI;X;BR;2
D011300619;3;AU;M;26;SI;X;BR;5
D011300620;1;MO;M;36;SI;X;BR;7
D011300621;1;MO;M;21;SI;X;BR;3
D011300621;2;AU;M;53;SI;X;BR;7
D011300622;1;AU;M;45;SI;X;BR;3
D011300623;1;MO;M;53;SI;X;BR;7
D011300624;1;AU;M;19;IN;X;BR;4
D011300625;1;AU;M;55;HA;X;BR;4
D011300625;2;MO;M;56;HA;X;BR;2
D011300626;1;MO;M;25;SI;X;BR;5
D011300626;2;AU;F;38;SI;X;BR;5
D011300627;1;AU;F;71;SI;X;BR;3
D011300628;1;MO;M;44;SI;X;BR;3
D011300628;2;AU;M;40;SI;X;BR;3
D011300629;1;CM;M;42;HA;X;BR;5
D011300629;2;CM;M;41;HA;X;BR;5
D011300629;3;CM;M;33;HA;X;BR;5
D011300630;1;AU;M;43;SI;X;BR;7
D011300631;1;MO;M;28;SI;X;BR;8
D011300631;2;AU;F;39;SI;X;BR;7
D011300632;1;AU;M;SI;SI;X;BR;8
D011300632;2;BI;M;46;NE;X;BR;2
D011300633;1;MO;M;45;SI;X;BR;8
D011300634;1;CM;M;42;HA;X;BR;2
D011300634;2;MO;M;31;HA;X;BR;7
D011300635;1;MO;M;36;HA;X;BR;7
D011300635;2;AU;M;48;HA;X;BR;8
D011300636;1;MO;M;30;HA;X;BR;6
D011300636;2;CA;M;SI;SI;X;BR;8
D011300637;1;AU;M;SI;SI;X;BR;8
D011300638;1;MO;M;25;SI;X;BR;3
D011300638;2;AU;M;33;SI;X;BR;8
D011300639;1;MO;M;22;SI;X;BR;5
D011300640;1;MO;M;25;SI;X;BR;5
D011300640;2;AU;M;41;SI;X;BR;3
D011300641;1;MO;X;SI;SI;X;BR;8
D011300642;1;MO;M;41;SI;X;BR;7
D011300642;2;AU;X;25;SI;X;BR;3
D011300643;1;MO;M;23;SI;X;BR;5
D011300643;2;AU;X;SI;SI;X;BR;8
D011300644;1;MO;M;35;SI;X;BR;8
D011300645;1;CM;M;31;SI;X;BR;6
D011300645;2;AU;M;52;SI;X;BR;5
D011300646;1;AU;M;51;HA;X;SA;5
D011300646;2;AU;F;28;SI;X;BR;6
D011300647;1;AU;M;34;SI;X;BR;6
D011300647;2;MO;M;21;SI;X;BR;5
D011300648;1;CM;M;52;SI;X;BR;7
D011300648;2;MO;M;33;SI;X;BR;8
D011300649;1;AU;F;36;SI;X;BR;7
D011300649;2;MO;M;20;SI;X;BR;5
D011300650;1;AU;F;SI;SI;X;BR;8
D011300651;1;AU;F;54;SI;X;BR;7
D011300651;2;MO;M;31;IN;X;BR;5
D011300651;3;MO;M;31;SI;X;BR;5
D011300652;1;MO;M;28;SI;X;BR;3
D011300653;1;AU;M;31;SI;X;BR;5
D011300654;1;ON;M;45;SI;X;BR;8
D011300655;1;AU;F;22;IN;X;BR;8
D011300655;2;AU;M;33;SI;X;BR;8
D011300655;3;AU;M;30;SI;X;BR;8
D011300656;1;AU;M;38;SI;X;BR;8
D011300656;2;AU;M;35;SI;X;BR;5
D011300656;3;CA;M;52;SI;X;BR;2
D011300657;1;MO;M;33;SI;X;BR;5
D011300657;2;AU;M;37;SI;X;BR;3
D011300658;1;MO;M;41;SI;X;BR;7
D011300658;2;AU;M;56;SI;X;BR;7
D011300660;1;MO;M;30;SI;X;BR;5
D011300660;2;AU;M;31;SI;X;BR;5
D011300661;1;AU;M;49;SI;X;BR;5
D011300661;2;CM;M;53;SI;X;BR;7
D011300662;1;AU;M;30;SI;X;BR;6
D011300665;1;AU;M;30;SI;X;BR;7
D011300665;2;AU;M;28;SI;X;BR;7
D011300667;1;MO;M;33;SI;X;BR;6
D011300667;2;CM;M;SI;SI;X;BR;8
D011300668;1;MO;M;33;HA;X;BR;2
D011300668;2;CM;M;40;HA;X;BR;2
D011300669;1;MO;M;32;SI;X;BR;8
D011300669;2;AU;M;52;SI;X;BR;8
D011300671;1;MO;F;42;HA;X;BR;5
D011300671;2;AU;M;34;SI;X;BR;2
D011300672;1;AU;F;33;SI;X;BR;8
D011300672;2;AU;M;24;SI;X;BR;8
D011300673;1;MO;M;29;SI;X;BR;5
D011300673;2;MO;M;21;SI;X;BR;5
D011300674;1;CA;M;40;HA;X;BR;8
D011300676;1;AU;F;34;SI;X;BR;8
D011300677;1;MO;M;28;SI;X;BR;6
D011300678;1;CM;M;SI;SI;X;BR;8
D011300679;1;AU;M;71;SI;X;BR;3
D011300679;2;AU;M;79;SI;X;BR;7
D011300680;1;MO;M;26;SI;X;BR;5
D011300680;2;AU;F;48;SI;X;BR;5
D011300681;1;MO;M;28;IN;X;BR;7
D011300681;2;AU;F;29;SI;X;BR;7
D011300682;1;AU;M;32;IN;X;BR;3
D011300682;2;AU;M;28;SI;X;BR;3
D011300683;1;MO;M;18;SI;X;BR;3
D011300684;1;AU;F;44;SI;X;BR;7
D011300684;2;AU;M;24;SI;X;BR;5
D011300685;1;MO;M;44;SI;X;BR;5
D011300686;1;MO;M;21;SI;X;BR;3
D011300687;1;AU;M;65;IN;X;BR;6
D011300688;1;AU;M;32;SI;X;BR;3
D011300689;1;AU;M;26;IN;X;BR;5
D011300689;2;AU;M;45;SI;X;BR;3
